"Method","Company #","Company","Address","Order #","Name","#","Last","Ship Date","Invoice Amount","Status"
"Local Truck","267","Cabinets Northwest","41 Sunrise Road, Bonners Ferry, ID 83805","79114","  Seright FE Panels & Backs (78906) #2","2","DOORS-Loaded in Truck 06/24/2022 06:11 AM","Jun 24,2022","877.56","Payment Needed"
"Local Truck","267","Cabinets Northwest","41 Sunrise Road, Bonners Ferry, ID 83805","78867","Seright Drawers","52","BOXES-Loaded in Truck 06/24/2022 06:08 AM","Jun 24,2022","3,734.84","Payment Needed"
"Local Truck","267","Cabinets Northwest","41 Sunrise Road, Bonners Ferry, ID 83805","79091","Seright - Alder TV","2","DOORS-Loaded in Truck 06/24/2022 06:13 AM","Jun 24,2022","57.62","Payment Needed"
"Local Truck","267","Cabinets Northwest","41 Sunrise Road, Bonners Ferry, ID 83805","78641","Seaman Followup","6","DOORS-Loaded in Truck 06/24/2022 06:13 AM","Jun 24,2022","227.18","Payment Needed"
"Local Truck","267","Cabinets Northwest","41 Sunrise Road, Bonners Ferry, ID 83805","78871","Seright- Alder","108","DOORS-Loaded in Truck 06/24/2022 06:11 AM","Jun 24,2022","4,893.47","Payment Needed"
"Local Truck","267","Cabinets Northwest","41 Sunrise Road, Bonners Ferry, ID 83805","78902","  Seright- Alder (78871) pt grade","8","DOORS-Loaded in Truck 06/24/2022 06:13 AM","Jun 24,2022","403.08","Payment Needed"
"Local Truck","267","Cabinets Northwest","41 Sunrise Road, Bonners Ferry, ID 83805","78620"," Stuart desk (78610) drawers","11","BOXES-Loaded in Truck 06/24/2022 06:08 AM","Jun 24,2022","742.99","Payment Needed"
"Local Truck","267","Cabinets Northwest","41 Sunrise Road, Bonners Ferry, ID 83805","78610","Stuart desk","11","DOORS-Loaded in Truck 06/24/2022 06:13 AM","Jun 24,2022","305.96","Payment Needed"
"Local Truck","267","Cabinets Northwest","41 Sunrise Road, Bonners Ferry, ID 83805","78917","  Seright FE Panels & Backs (78906) arched panel","1","DOORS-Loaded in Truck 06/24/2022 06:10 AM","Jun 24,2022","143.14","Payment Needed"
"Local Truck","267","Cabinets Northwest","41 Sunrise Road, Bonners Ferry, ID 83805","78906","Seright FE Panels & Backs","5","DOORS-Loaded in Truck 06/24/2022 06:13 AM","Jun 24,2022","1,300.76","Payment Needed"
"Local Truck","267","Cabinets Northwest","41 Sunrise Road, Bonners Ferry, ID 83805","78558","Seright Appliance Panels","3","DOORS-Loaded in Truck 06/24/2022 06:13 AM","Jun 24,2022","624.30","Payment Needed"
"Local Truck","267","Cabinets Northwest","41 Sunrise Road, Bonners Ferry, ID 83805","78772","Flory Followup","11","DOORS-Loaded in Truck 06/24/2022 06:12 AM","Jun 27,2022","614.06","Payment Needed"
"Local Truck","267","Cabinets Northwest","41 Sunrise Road, Bonners Ferry, ID 83805","79112","Keyes- Hood Panel","1","DOORS-Loaded in Truck 06/30/2022 09:02 AM","Jul 01,2022","90.65","Payment Needed"
"Local Truck","267","Cabinets Northwest","41 Sunrise Road, Bonners Ferry, ID 83805","78862","Bentley-AA / Drawers-1","15","DOORS-Loaded in Truck 06/30/2022 09:02 AM","Jul 01,2022","1,660.03","Payment Needed"
"Local Truck","267","Cabinets Northwest","41 Sunrise Road, Bonners Ferry, ID 83805","78863","Bentley-AA / Doors-1","42","DOORS-Loaded in Truck 06/30/2022 09:02 AM","Jul 01,2022","2,075.09","Payment Needed"
"Local Truck","267","Cabinets Northwest","41 Sunrise Road, Bonners Ferry, ID 83805","79092","Gray-TS / Drawers-1","9","DOORS-Loaded in Truck 06/30/2022 09:02 AM","Jul 01,2022","731.23","Payment Needed"
"Local Truck","267","Cabinets Northwest","41 Sunrise Road, Bonners Ferry, ID 83805","79079","Wedel PO drawer","4","BOXES-On Pallet 06/28/2022 12:50 PM","Jul 01,2022","280.06","Payment Needed"
"Local Truck","267","Cabinets Northwest","41 Sunrise Road, Bonners Ferry, ID 83805","79005","Keyes Drawers","28","BOXES-On Pallet 06/28/2022 12:50 PM","Jul 01,2022","1,769.21","Payment Needed"
"Local Truck","267","Cabinets Northwest","41 Sunrise Road, Bonners Ferry, ID 83805","79001","Ritter-TS ADU / Drawers-1","15","BOXES-On Pallet 06/28/2022 12:53 PM","Jul 01,2022","910.03","Payment Needed"
"Local Truck","267","Cabinets Northwest","41 Sunrise Road, Bonners Ferry, ID 83805","79000","Ritter-TS ADU / Doors-1","41","DOORS-On Pallet 06/28/2022 11:54 AM","Jul 01,2022","2,046.34","Payment Needed"
"Local Truck","267","Cabinets Northwest","41 Sunrise Road, Bonners Ferry, ID 83805","78992","Keyes Rustic Hick","78","DOORS-On Pallet 06/29/2022 05:58 AM","Jul 01,2022","4,770.99","Payment Needed"
"Local Truck","267","Cabinets Northwest","41 Sunrise Road, Bonners Ferry, ID 83805","79159","Satterberg-SLV / Door-4","5","DOORS-On Pallet 06/29/2022 01:05 PM","Jul 05,2022","185.63","Payment Needed"
"Local Truck","267","Cabinets Northwest","41 Sunrise Road, Bonners Ferry, ID 83805","79491","Spangle-QC / Doors-3","4","DOORS-On Pallet 07/11/2022 01:41 PM","Jul 13,2022","143.86","Ship Order"
"Local Truck","267","Cabinets Northwest","41 Sunrise Road, Bonners Ferry, ID 83805","79483","Seaman","1","DOORS-Pro-Scale  07/12/2022 12:51 PM","Jul 13,2022","40.89","Ship Order"
"Local Truck","267","Cabinets Northwest","41 Sunrise Road, Bonners Ferry, ID 83805","79585","McKay Cabin / Door-1","32","DOORS-Solid Panel - Profiling 07/08/2022 01:18 PM","Jul 15,2022","5,123.96","Ship Order"
"Local Truck","267","Cabinets Northwest","41 Sunrise Road, Bonners Ferry, ID 83805","79680"," Seright-  pt grade addon (79678) drawer","1","none","Jul 20,2022","106.43","Ship Order"
"Local Truck","267","Cabinets Northwest","41 Sunrise Road, Bonners Ferry, ID 83805","79678","Seright-  pt grade addon","3","DOORS-Solid Panel - Profiling 07/12/2022 07:33 AM","Jul 20,2022","186.92","Ship Order"
"Local Truck","267","Cabinets Northwest","41 Sunrise Road, Bonners Ferry, ID 83805","79722","Seright- Alder Addon","3","none","Aug 02,2022","107.90","Ship Order"
"Oak Harbor","830","SawBox LLC","8623 S. 212th St., Kent, WA 98031","76494","FIN-Williams","59","DOORS-Loaded in Truck 06/01/2022 02:24 PM","Jun 01,2022","6,003.65","Payment Needed"
"Oak Harbor","830","SawBox LLC","8623 S. 212th St., Kent, WA 98031","78038","FIN-Saavedra (78024) PARTS","17","SPECIALTY-On Pallet 06/17/2022 08:22 AM","Jun 22,2022","1,339.49","Payment Needed"
"Oak Harbor","830","SawBox LLC","8623 S. 212th St., Kent, WA 98031","78039","FIN-KELSEY EX","2","DOORS-On Pallet 06/17/2022 10:17 AM","Jun 22,2022","85.06","Payment Needed"
"Oak Harbor","830","SawBox LLC","8623 S. 212th St., Kent, WA 98031","78024","FIN-Saavedra","17","DOORS-On Pallet 06/17/2022 02:24 PM","Jun 22,2022","1,790.72","Payment Needed"
"Oak Harbor","557","McCoy & Sons LLC","112 Lynn Lane, Harpster, ID 83552","78398","Lance Holkum","2","PS-Finish Shipped 05/31/2022 01:40 PM","Jun 01,2022","71.92","Payment Needed"
"Oak Harbor","406","J Alexander Fine Woodworking","3122 Port St., Nampa, ID 83687","77330","Leslie Round 1","22","DOORS-Loaded in Truck 06/01/2022 02:25 PM","Jun 02,2022","890.99","Payment Needed"
"Oak Harbor","406","J Alexander Fine Woodworking","3122 Port St., Nampa, ID 83687","78415"," Dana (78364) sapele doors/df","20","DOORS-Loaded in Truck 06/17/2022 03:10 PM","Jun 20,2022","1,455.88","Payment Needed"
"Oak Harbor","406","J Alexander Fine Woodworking","3122 Port St., Nampa, ID 83687","78364","Dana pt grade","45","DOORS-Loaded in Truck 06/17/2022 03:10 PM","Jun 20,2022","2,390.92","Payment Needed"
"Oak Harbor","406","J Alexander Fine Woodworking","3122 Port St., Nampa, ID 83687","78803"," Leslie 2 (78765) sel alder","9","DOORS-On Pallet 07/11/2022 09:47 AM","Jul 14,2022","349.29","Ship Order"
"Oak Harbor","406","J Alexander Fine Woodworking","3122 Port St., Nampa, ID 83687","78765","Leslie 2 pt grade","32","DOORS-On Pallet 07/11/2022 09:47 AM","Jul 14,2022","1,471.35","Ship Order"
"Oak Harbor","406","J Alexander Fine Woodworking","3122 Port St., Nampa, ID 83687","78903","Schlaefer","14","DOORS-Cutlisted - In Process 06/27/2022 03:54 PM","Jul 21,2022","265.57","Ship Order"
"Oak Harbor","370","Columbia Cabinets North West","125 W. Badger Rd., Lynden, WA 98264","76904","Haley- Heidi - Special mitre","12","DOORS-On Pallet 06/08/2022 03:02 PM","Jun 08,2022","600.10","Payment Needed"
"Oak Harbor","370","Columbia Cabinets North West","P.O. Box 247, Lynden, WA 98264","76905","haley pt gr DOORS","32","DOORS-On Pallet 06/03/2022 01:58 PM","Jun 08,2022","1,492.58","Payment Needed"
"Oak Harbor","370","Columbia Cabinets North West","125 W. Badger Rd., Lynden, WA 98264","77222","Haley Drawers","20","BOXES-On Pallet 06/07/2022 06:25 AM","Jun 08,2022","1,107.37","Payment Needed"
"Oak Harbor","370","Columbia Cabinets North West","125 W. Badger Rd., Lynden, WA 98264","78293","Tellefsen DOORS","18","DOORS-Loaded in Truck 07/08/2022 01:56 PM","Jul 11,2022","1,459.25","Payment Needed"
"Oak Harbor","373","Design Woodworking","11300 West Executive Dr. Suite F, Boise, ID 83713","78181","fin-Hotard - 1 drawer","41","BOXES-Loaded in Truck 06/08/2022 02:07 PM","Jun 09,2022","4,540.70","Payment Needed"
"Oak Harbor","373","Design Woodworking","11300 West Executive Dr. Suite F, Boise, ID 83713","78586","fin-Hotard-2 drawer","46","BOXES-On Pallet 07/01/2022 02:09 PM","Jul 07,2022","6,381.96","Payment Needed"
"Oak Harbor","543","Banducci Construction Co","916 NE 5th St, North Bend, WA 98045","77996","FIN- Razwick (77977) parts","3","SPECIALTY-On Pallet 06/10/2022 09:41 AM","Jun 15,2022","207.52","Payment Needed"
"Oak Harbor","543","Banducci Construction Co","916 NE 5th St, North Bend, WA 98045","78016","FIN-Banducci","11","DOORS-On Pallet 06/16/2022 09:54 AM","Jun 22,2022","854.58","Payment Needed"
"Oak Harbor","543","Banducci Construction Co","916 NE 5th St, North Bend, WA 98045","79545","FIN-Razwick Kitchen","17","none","Jul 24,2022","757.52","Ship Order"
"Oak Harbor","504","Hacienda Custom Woodwork","4660 E. Marginal Way South, Seattle, WA 98134","77806","Shashank  (77775) MITERED  MIDRAIL AND MIDSTILE DO","10","DOORS-Loaded in Truck 06/10/2022 01:40 PM","Jun 15,2022","1,629.26","Payment Needed"
"Oak Harbor","504","Hacienda Custom Woodwork","4660 E. Marginal Way South, Seattle, WA 98134","78388","fin-Bill drawers","16","BOXES-On Pallet 06/21/2022 01:36 PM","Jun 22,2022","976.07","Payment Needed"
"Oak Harbor","504","Hacienda Custom Woodwork","4660 E. Marginal Way South, Seattle, WA 98134","78866","Sample  applied moulding","1","DOORS-Loaded in Truck 06/22/2022 03:05 PM","Jun 23,2022","47.00","Payment Needed"
"Oak Harbor","504","Hacienda Custom Woodwork","4660 E. Marginal Way South, Seattle, WA 98134","78868","Sample ","1","DOORS-Loaded in Truck 06/22/2022 03:05 PM","Jun 23,2022","47.00","Payment Needed"
"Oak Harbor","504","Hacienda Custom Woodwork","4660 E. Marginal Way South, Seattle, WA 98134","78584","fin- Ryan  (78539) drawers","5","DOORS-Loaded in Truck 06/22/2022 03:05 PM","Jun 23,2022","327.59","Payment Needed"
"Oak Harbor","504","Hacienda Custom Woodwork","4660 E. Marginal Way South, Seattle, WA 98134","78539","Ryan ","9","DOORS-Loaded in Truck 06/22/2022 03:05 PM","Jun 23,2022","411.45","Payment Needed"
"Oak Harbor","698","Richards and Lees Cabinets Inc","430 NE 8th Ave, Milton Freewater, OR 97862","77659","Karene","7","DOORS-On Pallet 06/15/2022 07:53 AM","Jun 16,2022","576.91","Payment Needed"
"Oak Harbor","698","Richards and Lees Cabinets Inc","430 NE 8th Ave, Milton Freewater, OR 97862","78671"," fin-Fernando (76573) drawers","14","BOXES-Loaded in Truck 07/08/2022 02:01 PM","Jul 11,2022","1,247.28","Payment Needed"
"Oak Harbor","698","Richards and Lees Cabinets Inc","430 NE 8th Ave, Milton Freewater, OR 97862","76573","Fernando","24","BOXES-Loaded in Truck 07/08/2022 02:01 PM","Jul 11,2022","1,136.96","Payment Needed"
"Oak Harbor","795","Wood Products NW Inc","407 S Water St, Ellensburg, WA 98926","77968","Partida Residence","4","DOORS-On Pallet 06/21/2022 05:18 AM","Jun 22,2022","173.30","Payment Needed"
"Oak Harbor","795","Wood Products NW Inc","407 S Water St, Ellensburg, WA 98926","77620","Scholls #4689-21","27","DOORS-On Pallet 06/21/2022 05:58 AM","Jun 22,2022","1,230.74","Payment Needed"
"Oak Harbor","795","Wood Products NW Inc","407 S Water St, Ellensburg, WA 98926","77911","Scholls #4689-21","102","DOORS-On Pallet 06/21/2022 10:23 AM","Jun 22,2022","3,511.86","Payment Needed"
"Oak Harbor","795","Wood Products NW Inc","407 S Water St, Ellensburg, WA 98926","78712","Copy of Copy of Lot 38-Stadler Residence #4693-21 ","2","DOORS-On Pallet 06/21/2022 06:30 AM","Jun 22,2022","64.76","Payment Needed"
"Oak Harbor","441","Bill Schultz Cabinet","4354 So. Washington, Tacoma, WA 98409","78334","Rich","27","BOXES-On Pallet 06/21/2022 02:18 PM","Jun 22,2022","2,583.97","Payment Needed"
"Oak Harbor","337","Creative Custom Cabinets Inc","1130 296th St NE, Stanwood, WA 98292","79004","Shop finish","2","PS-On Pallet 06/17/2022 02:48 PM","Jun 22,2022","424.34","Payment Needed"
"Oak Harbor","337","Creative Custom Cabinets Inc","1130 296th St NE, Stanwood, WA 98292","78441","Mcune","6","DOORS-On Pallet 06/21/2022 06:30 AM","Jun 22,2022","216.78","Payment Needed"
"Oak Harbor","234","Cascade Cabinets","31566 Hwy 97, Tonasket, WA 98855","78191","FIN-parmenter doors","4","DOORS-On Pallet 06/17/2022 10:26 AM","Jun 22,2022","346.45","Payment Needed"
"Oak Harbor","234","Cascade Cabinets","31566 Hwy 97, Tonasket, WA 98855","78231","FIN Parminter Add On Trim","6","SPECIALTY-On Pallet 06/16/2022 01:46 PM","Jun 22,2022","442.56","Payment Needed"
"Oak Harbor","656","Genesis Vans","701 N Wenatchee Ave, Wenatchee, WA 98801","78050","Copy of add to fin-Drawer Boxes (66004) (66683)","4","BOXES-On Pallet 06/21/2022 07:40 AM","Jun 22,2022","547.18","Payment Needed"
"Oak Harbor","231","Custom Cabinets Design","40 Broadway, Loomis, WA 98827","78386","Randy 127","9","DOORS-On Pallet 06/21/2022 11:48 AM","Jun 22,2022","620.63","Payment Needed"
"Oak Harbor","231","Custom Cabinets Design","40 Broadway, Loomis, WA 98827","78387","Randy 127","25","DOORS-On Pallet 06/21/2022 11:34 AM","Jun 22,2022","1,057.71","Payment Needed"
"Oak Harbor","231","Custom Cabinets Design","40 Broadway, Loomis, WA 98827","78389","Randy 127","96","DOORS-On Pallet 06/21/2022 08:44 AM","Jun 22,2022","5,385.42","Payment Needed"
"Oak Harbor","231","Custom Cabinets Design","40 Broadway, Loomis, WA 98827","78390","Randy 127","2","DOORS-On Pallet 06/21/2022 08:59 AM","Jun 22,2022","81.98","Payment Needed"
"Oak Harbor","231","Custom Cabinets Design","40 Broadway, Loomis, WA 98827","78392","Walter","3","DOORS-On Pallet 06/21/2022 05:58 AM","Jun 22,2022","194.69","Payment Needed"
"Oak Harbor","888","Sergeant Built LLC","4841 West Marginal way SW, Seattle, WA 98106","78416","fin-Newmann island drawers","8","BOXES-On Pallet 06/28/2022 01:29 PM","Jun 29,2022","952.33","Payment Needed"
"Oak Harbor","573","Nelson Treehouse & Supply","4660 East Marginal Way South Unit 11B, Seattle, WA 98136","78560"," fin-Road House (78483) drawers","5","BOXES-Loaded in Truck 06/29/2022 03:27 PM","Jun 30,2022","358.93","Payment Needed"
"Oak Harbor","573","Nelson Treehouse & Supply","4660 East Marginal Way South Unit 11B, Seattle, WA 98136","78483","Road House","9","DOORS-Loaded in Truck 06/29/2022 03:27 PM","Jun 30,2022","413.99","Payment Needed"
"Oak Harbor","984","Ron's Custom Cabinetry","14594 Perfection Lane, Caldwell, ID 83607","79152","Cairns","101","DOORS-Cutlisted - In Process 07/06/2022 06:52 AM","Jul 18,2022","5,082.42","Ship Order"
"Oak Harbor","862","Edgewater Cabinets","1328 Hwy 95, Mesa, ID 83643","79575","Councilman","33","none","Aug 01,2022","872.24","Payment Needed"
"Will Call","1016","Sandpoint WoodWorx","","78215","Remake of Beverly #2 (77225)","2","DOORS-On Pallet 05/27/2022 01:09 PM","Jun 01,2022","0.00","Payment Needed"
"Will Call","850","Jerry Larson","","77265","FIN-R & S - Cameron doors ","21","DOORS-Loaded in Truck 06/23/2022 01:17 PM","Jun 02,2022","1,284.52","Payment Needed"
"Will Call","850","Jerry Larson","","77491","FIN-R & S - Cameron (77265) special","8","DOORS-Loaded in Truck 06/23/2022 01:17 PM","Jun 02,2022","900.37","Payment Needed"
"Will Call","850","Jerry Larson","","79534","Remake of FIN-Shea DOORS (72174)","1","DOORS-Finish- in process 07/11/2022 08:33 AM","Jul 14,2022","0.00","Ship Order"
"Will Call","779","Old Country Woodworks LLC","","77536","7 cottage","60","DOORS-On Pallet 05/26/2022 01:20 PM","Jun 02,2022","4,162.75","Payment Needed"
"Will Call","779","Old Country Woodworks LLC","","77653","fin- 7 cottage (77536) drawers","19","BOXES-On Pallet 06/02/2022 06:46 AM","Jun 06,2022","1,243.43","Payment Needed"
"Will Call","779","Old Country Woodworks LLC","","77656"," 7 cottage (77536) face frame stock","10","DOORS-On Pallet 05/26/2022 11:46 AM","Jun 06,2022","185.92","Payment Needed"
"Will Call","779","Old Country Woodworks LLC","","79045","cottage 7 ","2","PS-Finish Shipped 06/20/2022 12:39 PM","Jun 20,2022","469.48","Payment Needed"
"Will Call","968","DSS Construction","","78263"," Cheri (78167) rustic maple","10","DOORS-On Pallet 06/01/2022 10:20 AM","Jun 03,2022","289.06","Payment Needed"
"Will Call","968","DSS Construction","","78261","fin-Cheri (78167) drawers","2","BOXES-On Pallet 06/20/2022 03:31 PM","Jun 21,2022","133.68","Payment Needed"
"Will Call","968","DSS Construction","","78262","Cheri (78167) face frame","4","SPECIALTY-On Pallet 06/17/2022 01:02 PM","Jun 21,2022","63.36","Payment Needed"
"Will Call","968","DSS Construction","","78167","Cheri knotty alder","5","DOORS-On Pallet 06/20/2022 07:57 AM","Jun 21,2022","187.85","Payment Needed"
"Will Call","968","DSS Construction","","79252","MacDonald  Replacement","3","DOORS-Solid Panel - Profiling 07/11/2022 12:36 PM","Jul 19,2022","128.49","Payment Needed"
"Will Call","621","Gray Mountain Carpentry","","78366","Copy of gozzer ranch - need asap (76761)","3","DOORS-Loaded in Truck 06/02/2022 01:43 PM","Jun 03,2022","0.00","Payment Needed"
"Will Call","621","Gray Mountain Carpentry","","78847","Remake of gozzer ranch - need asap (76761)","4","DOORS-On Pallet 06/15/2022 02:13 PM","Jun 17,2022","0.00","Payment Needed"
"Will Call","1","Panhandle Door Inc","","78057","Breakroom Tops","6","DOORS-Solid Panel - Glue-Up 06/24/2022 08:19 AM","Jun 05,2022","994.41","Payment Needed"
"Will Call","758","1 Test Company","","78301","West Shore grain match slabs 78119","5","SPECIALTY-Done 06/01/2022 01:15 PM","Jun 07,2022","0.00","Payment Needed"
"Will Call","758","1 Test Company","","78302","West Shore grain match slabs 78200","18","SPECIALTY-Done 06/01/2022 01:15 PM","Jun 07,2022","0.00","Payment Needed"
"Will Call","758","1 Test Company","","78303","West Shore grain match slabs 78203","12","SPECIALTY-Done 06/01/2022 01:15 PM","Jun 07,2022","0.00","Payment Needed"
"Will Call","758","1 Test Company","","78304","West Shore grain match slabs 78204","13","SPECIALTY-Done 06/01/2022 01:15 PM","Jun 07,2022","0.00","Payment Needed"
"Will Call","0","Retail","","77953","Copy of FIN-Rosequist Doors (74123)","3","DOORS-On Pallet 06/03/2022 01:46 PM","Jun 10,2022","0.00","Payment Needed"
